내용,평점,공감수,작성일
이번 업데이트로 인하여 모든 BJ님들의 방송을 들어가면 처음에 한 3초만 재생되다 네트워크가 원활 하지 않타 뜨고 다시 방속 리스크로 돌아가 시겠냐고 묻습니다. 이걸좀 개선해주십시요 그리고 다시 방공 하는 사람들나오는 리스크 가서 다른 방송을 들어가도 채팅창이건 방송 화면이건 그냥 아무갓도 안떠잇습니다 업데이트 잘못하신거 같으신데 그냥 그전으로 돌려 놓아주시는게 훨씬 낫습니다,1.0,13,2019-12-2
수준하고는  가입할려하는데 복잡한것도 모자라서 앱 깔아서 인증해야하고 인증 다했더니 화면 갑자기 하얘지면서 다시해야하고 또 다시했더니 갑자기 초기화되서 또 다시하라하고 어우 수준떨어진다  이러니까 다들 아프리카 안보고 유튜브 보는것같다 ,1.0,0,2019-12-19
저기 제가 아프리카방송에 들어가서 댓글 치려하니까 로그인 하라해서 쳤는데 다안쳤는데 최대 길이 입니다 이래서 로그인을 못하고 있어요 비번은 잘되요,1.0,0,2020-2-25
방송보고 해서 좋은데... 3번 연속으로 말했을 뿐인데... 블라인드 치고... 블라인드는 7번 정도는 되야죠... 너무 재밌게 보다가 블라인드 쳐가지구 채팅 치키도 힘들게하네요...,2.0,2,2019-1-10
아니다시보기 버퍼문제는 갈수록 더심해지냐 그러니 사람들인식이 이렇지 건의가 많이들어오면 시급한것부터 해결해야지 허구헌날 업데이트는 자주하면서 정작 쓸모는없는 별풍만받아가려는 업데이트만하니 에효,1.0,2,2018-10-21
방송보면서 즐겨찾기 보는게 없어졌네요 자주사용하고 편리했는데 다시만들어주세요 그리고 채팅창내리는거보다 화면을 내렸다올리면서 화면크기조정이 가능하면더 좋을듯 나머진 좋아요 화면도 깔끔해졌고 화면잠금기능도 좋구요,3.0,0,2019-6-28
전체화면 했을때 핸드폰을 180도 돌려도 화면전환이 안됩니다. 전버전은 화면전환 세로고정일때도 해당 기능이 잘됐는데 업데이트하면서 안되고있습니다. 수정부탁드립니다,1.0,6,2019-7-27
1. 방송 보는 중에 즐겨찾기 방송 목록 볼 수 있는거 왜 없앴음 다시 돌려놓으셈 2. 가로 화면으로 볼 때 방향 돌리면 자동으로 돌아갔는데 이거 왜 고정됐음 이것도 다시 돌려놓으셈,3.0,0,2019-8-15
며칠전에 앱을 설치 했는데 bj방송국 들어가서 게시글들을 보려고 클릭할때마다 팅기네요 저만 이런건가요? 아니면 앱을 이런식으로 만든건가요? 앱 평가 글 한번도 써본적이 없는데 글을 적네요.,1.0,0,2019-8-27
왤케 쓸데없이 업데이트를 많이해요? 오히려 더불편해지는데 업뎃만 오지게하네요.... 이해가안되요. 그리고 어플클릭할때 방송목록이 안뜨는현상은 뭐 이젠 하나의 컨텐츠로 자리잡은거 같구요  비제이한명한명의 방송이 재밌고 그걸 볼수잇는게 아프리카 라는 거지 어플로만 따지면 걍 업뎃어플임 ,1.0,21,2019-11-11
채팅배경설정이 왜 앱배경설정과 통합으로 변경되었나요? 방송 들어가기전 아프리카 첫화면과 방송목록은 밝은화면으로 보고싶고 방송들어간후에 채팅창은 어두운 화면으로 보고싶은데요 다시원래되로 수정 안되나요;;,1.0,55,2019-11-30
자꾸 방송보때 끊기는 현상이 나타납니다 계속 지웠다 다시깔고있네요..,1.0,0,2020-1-5
방송에들어가지는것조차안돼네요 와이파이잘터지고 로그인다했고 일부방송뿐만아니고모든방송이그러네요,1.0,1,2020-3-15
창모드로 보고있다가 데이터 연결 끊기면 방송보던 화면 2개로 생기는거 패치좀 하세요...진짜 개짜증나네 전체화면 다시 돌려도 창모드 크기로 보이고..,2.0,1,2019-3-30
가입을했지만 왜 앱에서 로그인을 못하는거죠;;;; 앱에서만 계속 아이디나 비밀번호가 등록안되거나 틀렸데요 근데 인터넷들어가서 로그인하면 로그인이되요,1.0,3,2019-5-15
가로모드 채팅창 4줄 너무 많다고요 진짜 한여름에 목폴라티 입은 느낌이니까 제발 롤백시켜요 가끔 채팅이 두번씩 나오고 이전채팅 보려고 스크롤 올릴때도 두번씩 나오면서 부드럽게 딱 안올라가고 제위치로 팅기고 그럽니다 아주 불안정해요 잘 보다가 화면 어딘가 눌럿는데 방송목록으로 튕기는현상도 자주있고요 전버전이 훨씬 나았는데 왜 쓸데없는 짓을 해놨어요 아오,1.0,11,2019-7-27
미쳣음다시보기 버퍼링 땜에 보질 못하겠음 실시간 광고는 끊기지도안는데 저장된 vod는 어케 35초에 한번씩 끊기는건지  re 핸폰으로 봅니다 집에서 컴퓨터는 전혀 문제없어요,1.0,0,2019-8-13
미패드 사용중인데 업데이트 후에 화질을 어떤걸 선택하고 별짓들 다해봐도 프레임 저하 현상이 일어나요. 폰에서는 괜찮은데 저 말고도 이런분 계신거 같은데 고쳐주세요,3.0,1,2019-9-30
관리좀 하시지요..? 5g 로 보는데 계속 끊기고 네트워크 에러뜨고...대체 뭐하자는건지... 내폰이 이상한가싶어서 유튜브나 다른 동영상들 봤는데 그건 아무이상없고 아프리카만 이러네요...,1.0,0,2019-10-14
업데이트때문에 아프리카 화면이 안뜸 문제가 많네 주식은 많이 올랐던데,1.0,0,2020-4-30
라디오 모드를 사용하다보면 계속 라디오 모드로만 플레이되는 오류가 있네요. 앱 삭제 후 다시 설치해야지만 해결되는 것 같아요.,3.0,0,2018-10-23
업데이트이후 즐겨찾기 새로고침 버튼이 안눌리네요. 다른분 리뷰에 같은내용있던데 해결을위해 구체적으로 말해달라니 뭘더 구체적으로 말해드려야할까요?,1.0,0,2019-6-6
그전에 사용할때에는 괜찮았는데 업데이트 하면 할수록 버퍼링이 심해져서 지금은 아예 방송을 보기 힘들정도인데 이런 문제가 한두번이 아닌거 같은데 확인좀 해주세요,2.0,0,2019-6-15
모바일로 방송할 때 모바일과 라이브캠이 있잖아요 모바일에는 화면에 사진이나 텍스트를 띄울 수가 있는데 라이브캠에는 그런 기능이 없어요 만들어 주실 수는 없나요?,5.0,0,2019-7-14
업데이트하니까 세로고정모드에서 전체화면보기 누르면 왼쪽으로밖에 안돌아감 난 오른쪽으로돌려서 보고싶은데 그러면 세로고정 풀어야함 이건왜바꾸는거에요 멀쩡한걸 자꾸 이상하게바꿔놈 걍 가만냅두지,1.0,1,2019-7-26
"아프리카 잘 이용하고 있습니다. 최근 패치로 채팅방 내 이모티콘을 사용하려고 누르면 채팅창이 내려가고 이모티콘 목록은 보이지 않습니다. PC,핸드폰은 되는데 태블릿에서 이문제가 발생합니다. 지우고 다시 깔아도 안됩니다.",4.0,6,2019-7-28
아니 별풍선을 몇개 충천하려고 모바일 충전눌렀는데 인터넷 로그인창 뜨길래 로그인하려고 치는대 쳐서 넘어가면 또 하라하고 또 하라하고 이거 왜그래요? 좀 고쳐주세요 너무 불편해요 정말로,1.0,0,2019-8-9
업데이트 너무 자주 하긴 하지만 많은 비제이들 방송을 볼 수 있고 방송 할 수 있어서 좋습니다 :),4.0,200,2020-1-5
점검하고서도 툭하믄서버터지고 대응도느리고 고객센터 얘기해도 답도없고.. 제발 개선좀 부탁드립니다 수수료붙일생각할시간에 어떻게하면편하게 효율적으로 많은사람이볼까 생각을 해주십시오,1.0,10,2019-1-9
테블릿 갤럭시노트 10.1 사용자 입니다. 업데이트 이후 세로모드시 채팅창이 전혀 않보이며 가로모드시에는 채팅창 위아래로 늘리는게 되질 않습니다..,1.0,0,2019-7-25
"컨텐츠는 좋으나, 멈췄다 재생하면 몇분씩 뒤로 가있고 드래그해서 시간 맞추는 것도 잘 안되고, 신경좀 써주셨으면 좋겠어요.",1.0,0,2019-7-15
진짜 본인인증 하래서 다 끝내고 인증처리가 완료 되었습니다 떠서 된줄알았는데 처음부터 다시 해야됨;; 그래서 꾹 눌러 참고 하는데 인증은 1일 5회; 아니 진짜 좀 버그좀 고쳐주세요,1.0,0,2019-8-24
이거 방송할려고아이디만들기하면 계속팅김;;,1.0,0,2020-3-1
별한개도주기싫음회원가입해도안돼면하지말라는거임?,1.0,0,2020-4-19
채팅창 크기 누구 아이디어에서 나온건가요? 방송을 보는게 첫번째 목적이지 채팅하는게 주 목적이 아니에요 채팅때문에 방송을 못본다는게 말이 안됩니다 제발 원래대로 돌려주세요 또 채팅창 크기 언급한 직원은 짤라주세요,1.0,2,2019-2-3
아니 왜 자동가입방지문자가 안맞다고해서 구글 다음 네이버같은데서 한 40번은 한것같은데 왜 왜 왜 자동가입문자가 맞는데도 왜 도대체 안되는거죠 회원가입 하지말라는거야 ?,1.0,3,2019-4-27
"실제 tv와 연결해서 보는 기능이 왜 없어졌나요? 저는 자주 tv와 연결해서 시청하는데, 그 기능이 없어서 너무 불편합니다.",3.0,0,2019-6-23
방송 나왔다가 다시 들어가면 무한버퍼링 되네요. 이전버젼은 안그랬는데.. 핸드폰 전원 껏다켜야 버퍼링 없어집니다. 퇴보했네요,1.0,1,2019-6-23
이번 업데이트 너무 불편하네요. 그전까지는 잘 보고 있었는데 지패드 1에서는 채팅창이 사라셔서 나오지 않아요. 앱을 지우고 다시 깔아도 안되네요. 재 점검 부탁 드려요,1.0,1,2019-6-20
1. 방송 시청 중 실시간 즐겨찾기 목록들 볼 수 있게 다시 만들어주세요!! 2. 채팅창 크기 4줄 2줄 다시 해주세요! 3. 화면비율 다시 해주세요!!!,1.0,1,2019-6-27
업데이트 너무불편해요.. 화면비율 없어져서. 적은화면에 채팅창만크고.. 버퍼링생기면. 리스트화면으로이동한다고 창이떠서. 개불편합니다... 짜증나요,1.0,0,2019-7-8
업데이트를 하면 할수록 뻐퍼링도 심해지고 심지어는 와이파이마저 끊어버리네요 1시간도 아니고 3분주기로 계속그래요 답변은 감사드리지만 공유기 문제도 아닙니다 온전히 업데이트 진행문제임을 다시한번 말해드립니다,1.0,1,2019-8-19
업데이트 되고 끊겨요 노트9이고 와이파이 안쓰고 LTE로 시청합니다 이번 업데이트 후 VOD다시보기가 시청 할 수 없을정도로 버퍼가 심합니다 타 플랫폼으로 시청자들이 많이 넘어갈수도 있을듯 합니다 빠른 시정 부탁드립니다,1.0,3,2019-9-4
자꾸 살짝씩 멈춰요 기기는 a9프로입니다,5.0,0,2020-6-22
딴건 머 워낙 악명이 높으니 제치고 채팅창 관리가 너무 심하더라. 이건 뭐 무슨 애기를 하라는건지. 왠만한 단어는 하트로 처리되고 좀 농담 할라치면 득달같이 달려와서 갑질. 아그렇구나 하고 메인 홈피 가보면 벗방의 향연. 여기는 19세 해야되,1.0,0,2018-11-29
노치 디자인 스마트폰인데 자동회전 가로로 보면 화면이 꽉 안차서 매번 비율을 full로 바꿔야 하는 점이 불편하네요 다른 동영상앱은 문제 없는데 아프리카 앱만 이러는데 수정 부탁드려요,3.0,0,2018-10-11
다 좋은데요. 버퍼링중에 화질 바꿀 수 있게 좀 해주세요. 와이파이 쓰다가 나중에 3g데이터로 바꿧는데 무한 버퍼링이네요. 너무 답답합니다.,4.0,0,2019-3-11
갤s9유저입니다. 업데이트를 하고또해도 아직 생방버퍼링은 그대로구요. 다시보기는 더보기 불편해졌습니다.자꾸끊기거나 멈춥니다. 다른분들은 이런사항이 없는지 궁금하네요,2.0,16,2018-9-29
편하게 볼 목적으로 깐건데 오류인지 뭔지 라이브 목록도 안나오고 메뉴창도 안나오고;; 저만 이렇게 오류가 심하게 발생하는건지.. 이래서야 깐 이유가 없네요,1.0,0,2019-2-1
라디오모드 전환후 재접속때 다시 라디오모드로 돌아가는 현상 무한반복. 앱종료후 다시 접속해도 라디오모드로 들어가짐. 기종s8,1.0,0,2019-6-6
제가 문의 드린게 6월19일 인데 업데이트는 많이 했으나 방송보면서 즐찾목록 선택할 수 있게좀 업데이트해주세요.. 부탁드립니다. 그거정말 편한 기능인데 왜 없애신건지 모르겠어요. 부탁 드립니다.,1.0,7,2019-11-25
"갤9플 이용중인데 잘쓰던 화면비가 갑자기 사라져서 당황스럽네요, 그리고 이번 업데이트 저사양기기 시청부하개선은 구체적으로 어떻게 바뀐건가요?",4.0,0,2019-6-22
패치이후로 다시보기보면 자꾸 구간반복재생같은 증상이 있음 메아리치듯이 그리고 몇초후엔 반복된시간만큼 재생점프함 잘되던걸 왜 이런 패치를 했는지 의문이네,1.0,0,2019-7-3
"새로운 기능으로 편의성은 좋아졌으나, vod버퍼링이 심해졌습니다.. 매우 심하게요.. 어플 개선이 필요할듯 합니다.",2.0,1,2019-7-5
실내 PC환경의 경우 좌우반전 화면 사용하지 않지만 핸드폰 방송일경우 비제이의 편의를 위해 좌우반전된 화면을 접합니다. 시청자가 화면을 좌우 반전 시켜 옳은 화면 시청이 가능 하다면 좋을듯 합니다.,4.0,184,2019-7-26
업데이트를 하고나서 방송 들어가는것도 6번이상껏다켜야되고 막상들어가면 버퍼오질나게걸리면서 채팅치는것도 엄청늦게딜레이되면서 올라가네요... 빠른해결좀부탁드릴게요,2.0,0,2019-7-14
아 업데이트 안하려했는데 강제적으로 하게 만드시네요. 공기계는 업데이트 안했고 다른 폰은 업데이트 했었는데 업데이트 한 건 렉걸리고 안한건 렉 안걸리고 그래서 안할라했건만..,3.0,2,2019-7-30
"다른건 다 좋은것 같은데 로그인이 아이디 , 비밀번호 로만 되어있어서 좀 부족하네요 . 페북 , 구글계정 , 트위터 , 인스타그램 등등 로그인 할수있는게 많아 졌으면 좋겠습니다 .",2.0,12,2019-10-4
진짜 계속 시청하면서 네트워크가 풀인데도 불구하고 버퍼링이 오지게 걸려서 이 앱은 쓰기 싫습니다  몇번이나 참고 그랬는데 10초마다 1번씩 걸리는거 같애요  일 제대로 안해요? 너무 짜증나서 남깁니다 ,1.0,15,2019-10-25
