내용,평점,공감수,작성일
라시트 섭 대체적으로 괜찮은데 너무 튕기네요 대기 인원도 400몇 명 되고 서버관리 잘 해주시면 감사할 것 같습니다.,4.0,0,2020-2-16
게임성은 좋음 개막장 리니지보단 괜찮고 소과금유저도 접근이 쉬움 근대 사냥이 너무 재미없음 몹몰이라던가 좀넓은 광역스킬이 있으면 좋겠는대 무조건 1:1사냥임 광역기라해도 맵은 넓은대 몹이 떨어져있어서 맞아봤자 한두마리임 이거 빼곤 괜찮내요 넥슨이라고 돈슨짓할줄 알았는대 초기라 그런지 아님덜한건지 아직 그렇게 느껴지진 않아요,3.0,2,2020-1-10
신섭 &아처 사전예약햇엇는데 쿠폰왜안주시나요????? 다른사람들은 개별 문자로 사전쿠폰받앗다는데 저는 아직 쿠폰을못받앗어요,5.0,0,2020-2-14
가디언 퀘스트 너무 힘드네 보스 몹이 3번 연속으로 나오니 지겹고 밸런스가 어이가 엄네요 약먹고 버프하고 데빌 체이서 하고 별짓다해서 겨우 죽였더니 또 보스 그리고 또 보스... 결국 죽음.. 하지말란건가.. 드러워서 안해,1.0,0,2020-2-24
v4 왜 포인투 크롬북에서는 안되나요? 할 수 있게 수정 부탁 드려요 처음 실행 시 확인을 누르면 추가 다운로드가 진행 됩니다. 화면에서 확인이 클릭이 안되네요. 답변좀 해주세요,5.0,1,2020-1-21
업데이트했는데 왜계속 플레이스토어 다운받으라고만 뜨냐구요 ..도대체,1.0,0,2020-1-23
신서버 24시간 몇날 몇일 포화라 몇시간을 기다려도 기약이없는데 하지말라는건가 ? 현질 해줄래도 못하면 못하는거지 뭐 ,1.0,0,2020-2-12
인간적으로 신섭만들고 신규유저들 유입시킬 생각으로 게임을 만들었으면 서버관리는 좀 제대로 해야하는거 아닌가? 하루종일 서버진입하려고 1030분씩 대기타게 만들면 신규유저들이 게임하고 싶을까? 결국 하던사람들이 섭 갈아타기만 하겠지..만들꺼면 제대로 만들고 아님 그냥 전서버에 같은 혜택을 주던가하세요,1.0,0,2020-2-17
무과금도 시간만 쏟는다면 할만함 지금 60랩 투력 8만임 무과금으로 ,5.0,0,2020-2-17
붙복식 메크로 답변 역겹지 않아? 설치 하지도 않았는데 운영 어떻게 할지 예상되서 거릅니다 보나마나 이댓글에도 붙복메크로 답변 ,1.0,0,2020-4-2
던전을 깨라고 만든건지 1도 모르겠어서 접음 캐릭도 맘에.들고 다 맘에 드는데 보스들은 겁나 쌔고 캐릭은 드럽게 약함,1.0,0,2020-4-15
접속하려면 어떻게 해야 하나요 갤럭시 s8+ 입니다 두번째 깔았는데 접속 자체가 안됩니다 과금을 핸드폰으로만 할수 있게 해노코 핸드폰으론 접속이 안되게 해놨다라..... 정말 대단한 정책입니다 과금을 막아주는 최고의 정책이네요 지금 5번째 깔았는데 접속을 막아주시고 이번달 돈 굳혔네요,1.0,37,2020-1-8
v4를 재밌게 즐기고 있는 유저입니다. 정말 재밌게 즐기고 있지만.. 같은 클래스끼리도 캐릭터의 개성이 조금 부족해보입니다. 염색이나 외형장비가 있으면 좋을 것 같습니다 ^-^,4.0,0,2020-1-19
전에있던 서버 잼을 다른서버로 이동가능한가요?,2.0,2,2020-1-24
케릭이 없어졌네요 복구해주세요 번거롭게 하지마시구 복구,3.0,0,2020-2-8
신서버 과인원으로 접속불통이 하루동안되니 이 게임에 대한 것에 신빙성이 없네요 천명이하 대기순번해 놓으면 팅기는 것 이 게임 개발자의 과금유저 돈 만 벌자는 형태인가요 욕 나올정도이고 다시는 당신회사겜 옷할것같네요,1.0,0,2020-2-12
그동안 잘 즐겼습니다. 적당한 과금으로 즐길수있다 생각했는데 장비칸에 뭔가를 더하고 또 더하는걸보니 현타와서 접습니다. 지속적인 과금할생각은 없기에 이만 떠납니다.,3.0,1,2020-3-18
노트 4에서 되던게 업데이트후 실행시키면 로딩끝나고 '여정을 준비중 입니다' 라는 화면에서 꺼지는 현상이 계속되서 접속을 못하고 있는데 왜그런가요?,1.0,3,2020-1-20
게임은 다 좋은데 캐릭터 바로 삭제할수 있게 해줘요...^,1.0,0,2020-4-28
"검사 모바일을 벤치마킹한 게임. 개성은 부족하고 타격감은 거의 느껴지지 않음. 리니지2 레볼루션이나 검은사막 모바일 게임이 2년 전이라는 걸 생각해보면 이 게임은 기대에 비해 매우 부족함. 넘치는 Pay to win 상황은 게임이라는 걸 포기한 듯한 느낌. 얼마나 유저들의 수준을 우습게 봤으면 이런 말도 안되는 게임성을 게임이라고 내놓았는지 황당할 지경. 좋은 건 못 찾고 못된 건 다 배운 느낌. 결국 돈 벌려고 환장해 게임성과 재미는 뒷전, 그냥 도박처럼 현질만 유도함. 물론 돈 써서 강해지는 걸 선호하는 분들은 해도 됨. 그러나...",1.0,4,2019-11-8
"1. 그래픽 처음 캐릭터 선택할 때 그래픽은 좋습니다. 그 이후에 게임을 들어가면 필드에 있는 오브젝트도 제대로 구현하지 못하셨네요. 진짜 unreal엔진 사용한건지? 2. 스토리 걍 양산형 스토리입니다. 누가 없어지고 누구 찾으러 가고, 거기서 흑막나오고... 진짜 농담이 아니라 전부 건너뛰기 해도, 스토리는 알겠더라구요. 3. 게임성 요즘 양산형보다 못한수준입니다. 요즘 게임은 수동으로 컨트롤하는 맛이라도 살렸지, 이건 컨트롤하는 의미가 없습니다. 타격감은 절망적이고, 저렙 구간에도 성장이 느려, 지루합니다. 이유를 보니 상점에...",1.0,1,2019-11-8
"다른 양산형 RPG들의 행보를 똑같이 따라한다. 독창성이란걸 전혀 찾아보지 못하겠다. 게임을 켜고 로그인을 하자마자 벌써 실망하기 시작한다. 미형의 캐릭터. 식상하다. 옆동네들의 엘린이나 린족 등에서 먼저 느꼈던 아동성애적 캐릭터, 여기도 있다. 캐릭터를 만들고 들어가면 캐릭터가 알아서 자동으로 다 한다. 실망스럽다. 모든 것이 똑같다. 이게 야심작이라고?",1.0,0,2019-11-9
"V4 플레이도 원할하고 좋은 게임인것 같습니다. 자동 사냥도 괜찮고 자동 퀘스트도 좋은데 ""수동""으로 ""전투""나 ""수동""으로 ""스킬만"" 사용 할수있게 할수있으면 조금 더 내가 게임 하는구나 하지 않을까 하는 아쉬움에 글을 남겨 봅니다. V4 라는 게임 만드시느라 고생하셨습니다.",3.0,0,2019-12-1
영웅 탈것 적용 중인데.... 와이파이랑 데이타 사용 간에 공속 차이가 심하게 납니다. 이거는 언제 고치시나요? 심각해보이는데..,3.0,1,2020-1-4
 그냥 망겜이네요 서버가 무슨 일개 길드가 통제질을 하질않나 몽틈엔 메크로가 개떡같이많아서 새벽5시에 기사의후회2가 포화라서 안들어가지질않나  진짜 겜하다가 스트레스받아서 뒤질까봐 걍 싹다지우고 겜접습니다. 오픈베타때부터 했는데 진짜 길드가 벌래같이 통제하고 자동사냥하고있는데 지네들 네임드몹좀 쳤다고 죽여놓고 이딴게 무슨 게임입니까  수고하십쇼. 나참 어이가없어서...,1.0,0,2020-1-19
갤s9+ 실행안되고 그냥 꺼짐 걍 꺼져라,1.0,0,2020-2-11
겜이 그래픽도 좋고 재밌어보이던데 신서버 캐릭생성 할수 없어서 삭제했어요첨하는거라 쿠폰도 받았는데 신서버 못들어가면 무슨소용일까 싶네요 신서버 더 만들어주시거나 구서버도 뭔가 혜택이 있었음 하네요,3.0,0,2020-2-27
"무기도 제대로 나오지도 화면도 회전도 잘 안되고 많이 해 보고 싶었는데, 내 취양은 아닌것 같네요.",1.0,0,2020-4-23
화면이 안돌아간다 정검은 그렇게 자주하더니 이런 버그는 못고치네 ,1.0,0,2020-5-29
태블릿 지원좀해라 시대가 어느때인데 모바일이랑 피시만 지원하냐 화질뭉그러지고 버벅임 토나온다,1.0,0,2020-2-15
게임을 깔긴 했는데 게임을 할수가 없네요 언제 제대로 돌아가지는겁니까!?,2.0,0,2020-2-18
2살아이가 결제버튼을 잘못해서 눌렀는데 취소방법이 어렵네요. 결제취소 좀 부탁드려요,1.0,0,2020-4-12
신규 신규 케릭터는 아직안해바서 모르겠구요 장비강화가 3인가5까지 하는대에서 공격력이안올라가서 몬스터잡기힘들어요,5.0,0,2020-4-14
"장점:1도없다는게 장점. 단점: 1. 눈 졸라아프다. - 뭔 게임이 pc해상도버전내놓고 모바일은 그래픽설정해도 눈만 엄청 피로주고 아프게 만드는 게임. 2. 타격감 1도없다. - 대표적으로 건슬이 몹한테 공격하면 공격스킬자체도 약해보이고, 몹은 맞아도 중국 웹게임마냥 아무반응없다. 사운드랑 화면 흔들림 넣는다고 타격감있는게아니다. 그 사운드때매 개 시끄럽기만함. 3. 채팅창 이거 빼버려라. - 게임은 아재들 노리고 내놓고는 채팅창도 pc버전임. 모바일 창도 엄청 작고 채팅창 켜보면 글씨 보이지도않음. 4. 그냥 게임 아니다. Pc ...",1.0,0,2019-11-7
"재밌게 즐기고있긴한데.. 샤오미cc9에서는 루나트라가 들어갈수가없네요.. 몽틈, 길던, 다되는데 루나트라는 연결하면 화면이 미완성버그처럼 나옵니다.. 글씨는 ???이런식으로 나오고요",4.0,1,2020-1-9
왜이렇게 튕기는지 몰라요... 퀘스트 막판에 튕기고 또 튕기고를 수십번 짜증나서 삭제했습니다. 전투력도 올리기 너무 힘드네요.... 현질안하면 못할듯 합니다,1.0,0,2020-2-17
"그래픽, 비주얼, 디자인 이런 부분은 훌륭합니다. 근데 게임 자체가 재미가 없어요... 일단 전부 더빙해서 정성이 보이는 스토리 텔링 이지만 재미없고 지루해서 넘기게 되고 그냥 자동 사냥 반복하게 되어서 다른 양산형 알피쥐들과의 차이점을 모르겠고, 강화 실패시 템이 없어지는 시스템은 특히 최악이라고 생각합니다. 그래서 3일 하고 지웠네요... 이거 했던 10시간 넘는 시간이 아깝습니다.",1.0,0,2019-11-9
스토리도 재미없고...다른게임과 차별된 느낌도 없고...캐릭터 꾸미는 맛도 없고...사냥하는 맛도 없고...넥슨이 심혈을 기울여 만들엇다는 게임이라고 하기엔 ...게임내에서 정성이 부족해보이는게 한두가지가 아님 재미가 없을수 밖에 없는 이유1 직업별로 캐릭터가 나누어져 다른 무기와 스킬을 경험하기 위해선 캐릭터를 아예 새로 만들어야 함. 이유2 커스터마이징에 세부커스터마이징 요소가 너무 부족함. 눈 키우기 좁히기 등등의 요소가 들어있지만 이게 끝. 사용자가 직접 모양을 바꿀순 없어서 아무리 손대도 케릭터가 다 똑같이 생김. 이유3....,1.0,0,2019-11-9
왜 넥슨은 원거리가 항상 여캐뿐이죠... 제가 rpg에서 잴 시러하는게 직업별로 성별 정해져 있는건데 그러네요... 그것만 아니면 했을텐데 정말 아쉽네요.,1.0,2,2020-2-3
"보스시스템 장난치는것도 아니고 의문이다. 포기다. 그것보다 파티 보스던전을 만들어라, 소환수 소환서?이걸 캐시 파는자체가 사기꾼이다. 어의가 없었다. 강화시스템이 개판이다 50개 박아도 6강이 안되고, 악세는 3강부터 파괴된다 더구나 고강은 옮길수도 없다. 미친거 아이가? 운영 더럽게 못한다.그래픽이 아깝다. 제작하는게 상점사는것보다 비싸다 기가 찬다. 직원을 빽으로 뽑나? 그밖에도 많다. 그래서 평점이 안 좋은거다. 유저가 게임을 몰입요소가 없다. 이것 저것 다른게임 따라하려고 하나 제대로 시스템을 만들고 시도해야 하는데 아쉽다",1.0,0,2019-11-13
"매우 실망입니다. 최적화'만' 잘 됐고, 나머진 죄다 실망스럽습니다. 특히 출시 직후의 게임인데도 과금유도 오지게 때리는거랑 게임성이요. 게임이 재미있으면 자동으로 지갑이 열리는 데 이 게임은 재미가 없어요! 메이플 한 번 할때마다 두세번씩 강제로 광고 때리던 게임이라 분노반 기대반이었는 데, 플레이 해보고 분노 100퍼 됐습니다. 이제 궁쓰면 되는 부분입니까?",1.0,0,2019-11-10
"사전다운로드,점검후 1시간 플레이 그리고 삭제. 인트로 캐릭터 설정까지 매우 무난했지만 실제 게임 플레이는.. 그렇지가 않았다. 눈아프고 타격감이 이상하다(?). 매지션인데 쿼터뷰로 하면 해상도가 떨어지는 느낌. 전체적 ui가 다듬다가 만 느낌. 결국 시각으로 보여지는 부분에서 흥미를 잃게되어 삭제.",1.0,0,2019-11-7
"흔한 양산형 게임 스타일. 그래픽이 전체적으로 뿌옇고 선명하지 않다. 커스터마이징도 조금씩만 조정할 수 있고, 눈 색을 고르는 의미가 거의 없어서 아쉽다. UI도 넥슨 타 모바일 게임과 비슷해서 내가 신작을 플레이하고 있는 건지 전작을 플레이하고 있는 건지 싶었다. 빨리 삭제해서 차라리 다행...",2.0,0,2019-11-8
"초반에 커스터마이징 까지는 꽤 괜찮은 느낌을 받았습니다. 그러나... 스토리가 너무 지루해서 몰입이 0.1만큼도 안되고, 사냥도 좀 호쾌한 맛이 있어야 하는데 너무 느리고 단조롭습니다. 정말 무한 오토만 돌리는 게임 그 이상도 그 이하도 아닌 것 같습니다. 저라면 V4 할 바엔 전에 하다 접은 검은사막M 에 복귀하겠습니다. 개발자분들 만드시느라 고생 많으셨겠지만 잘못된 방향으로 나아가는 배에 억지로 탑승하신 거겠죠. 안타깝습니다...",2.0,0,2019-11-14
3개 보라템 강화 실패시 파괴날림..순간에 멍때리며 스트레스 받는 인해 보이포 접게 됩니다. 무과금으로 할만한데 아템 강화 실패시 파괴 버린 원인 게임 다신 안합니다. 그동안 즐겨웠습니다.,1.0,4,2020-1-5
고랩들만독식하는명템취득이거저랩들도취득할수있는시스템업뎃바랍니다 어딜가나 돈질하고랩높고템빵빵한유져만신 나게즐기는겜은지향하고 다같이 레이드 나할수있고랜덤으로 골고루 명템을 가질수있는겜이됐으면합니다,3.0,0,2020-2-14
태블릿으로 게임실행하면 화면은 안나오는데 소리는 나와요 무슨 문제인지?,1.0,0,2020-4-24
과도한 현질 유도 최투력들에겐 배려없는 운영 무과금들이 더 잘 크고 아이템도 더 잘먹게하는 운영 돈쓰지말고 하십쇼. 한달안에 20만 30만 투력차이내도 46주뒤엔 바로 따라잡힙니다. (90만이하 투력 기준) 기왕이면 이런 게임하지마시고 그냥 개돼지되도 돈쓴 대접은 받는 리니지 하세요.,1.0,0,2020-6-27
