내용,평점,공감수,작성일
너무너무 재밌게하고있어요! 근데 이번 발렌타인데이 이벤트에서 친구서번트가 개수를 증가시켜주는게 적용이 안돼요 모와야할것도많은데 빨리 오류수정해주세요,3.0,0,2019-2-13
지금의 게임의 캐릭터 구성의 장인적 요소들에 이 게임을 플레이하지만 문제는 저희 애로사항이 일본의 본사에 전해지느냐가 문제인듯합니다 저희의 불만은 일본까지 전해지나요?,4.0,0,2019-8-28
캐릭터 스토리 매력적입니다 다만 과금은 참아주세요..,1.0,1,2020-5-21
게임은 정말 나무랄곳이 없고 페이트 자체가 이미 성공작이다. 다만.. 최근 무슨 업데이트를 했는지 모르겠지만 기기에서 발열이 심해졌다 문제 해결 부탁,5.0,0,2019-2-6
재밌어요. 하지만 그렇다고 역시 다 좋지는 않지만 제 개인적으로는 맘에 듭니다. 일그오의 문제점을 개선해서 가져온다면 좋네요.,5.0,1,2018-9-17
"사실 전 이 게임을 스토리 보려고 합니다. 스토리가 상당히 재미있거든요. 다만 과금 요소가 심하고, 스토리 이외의 컨텐츠가 거의 전무하다는 점이 단점이라 볼 수 있습니다",4.0,5,2019-7-2
저기요 재미있긴 한데 오늘 5성 서번트 뽑았는데 왜 갑자기 사라지죠? 저 지금 화가 조금 납니다 혹시 돌려드릴수 있으면 부탁드릴게요 어쨌든 재미있게 잘 하고 많이 질러드리겠습니다 방금 봤더니 5성 장비가 나온 거였네요 죄송합니다,5.0,0,2019-3-5
폰오류때문에 처음부터 지금까지의 모든 기록 과금한 돌 등이 전부 날아갔어요.계정연동으로 불러오려 하니 다른 계정으로 되어있더라고요 복구 불가능이네요....와...복구가능하려나요?,1.0,6,2019-3-9
게임은 재미있는데 연결실패했다고 게속 나옵니다 인터넷 연결이 잘 되어있음에도 불구하고 게속 연결산패했다고 나오니 참 게임을 지웠다가 깔아도 그렇고 갑자기 이렇게 나오니까 개같네요,2.0,0,2019-1-23
처음에는 그래픽이 그닥 내 스타일이 아니구나 생각했는데 플래이 하면 할수록 게임에 빠져들게 되고 궁극기(?)쓸때가 가장 소름돋는것 같네요. 재미있게 플레이 하고있네요.,5.0,7,2019-9-13
전부 좋습니다. 전부 좋은데 그걸 다 덮어버리는 가챠... 예장이랑 서번트가 같이 나오는 가챠에 확률도 극악... 확률이 안된다면 하다못해 예장 가챠 / 서번트 가챠 이렇게 분리라도,4.0,1,2019-9-19
돈(가챠)해서 어느정도 캐릭터가 모여야 쉽게쉽게 풀어나갈수가있습니다 그럴생각이없다면 계속(시간/성장석)모아서 캐릭을 키울수밖에 없습니다.,3.0,0,2019-10-2
"게임 자체는 아주 재밌게 할 수 있음, 탄탄한 스토리로 달빠라면 한 번쯤 꼭 해보기를 추천한다. 다만 가챠 확률이 만만치 않게 낮아 멘탈 꽉 잡고 돌려야함",5.0,12,2019-1-3
아니 이벤 끝나고 하루만에 다시 이벤시작은 너무 한거아니요?,4.0,1,2020-3-11
뽑기게임중 이만큼 창렬한겜 처음봄 명함따는데 50만원이 기본이니.. 5성 못얻어도 게임하는데 지장없다는 말은 수집게임에서 말도안되는거같음,1.0,0,2019-1-21
그들만의 게임 같습니다. 게임의 원활한 플레이를 위해서는 가챠의 의존도를 줄이거나 파밍 구조라던지의 색다른 재미를 느꼈으면 좋겠습니다만 결국 일본겜이니..바뀌지 않을걸 알고 있기에 평점1입니다.,1.0,3,2019-5-12
페이트 시리즈 좋아하는 사람에게는 해볼만 하지만 인터페이스가 불친절한 경우가 꽤 있다. 특히 공격시 카드 선택장면으로 넘어가면 다시 뒤로 돌아가 스킬을 사용할 수 없는 점이 제일 불편하다.,3.0,9,2019-7-2
"기본적으로 뽑기게임의 특성에서 벗어나진 못했지만 스토리가 탄탄해서 보는재미,하는재미가 있음 다만 스토리가 계속 이어지지 못한다면 거기서 끝일지도...",4.0,7,2019-7-28
인생게임을 찾았습니다. 게스트계정으로 게임하고 있다면 계정 연동하시길 추천드려요. 고객센터도 친절해서 더욱 추천합니다.,5.0,3,2019-9-27
"타마모 수영복(만렙) 퀵이 한번만 공격으로 인정되고 돌면서 공격이 인정이 않되서 3,000밖에 안들어가요. 버그 인가요?패치인가요?",5.0,0,2019-1-22
비록 과금이 요구되는 일이 많아진 것 같지만 재미가 있으니까 다행인 듯 합니다. 과금을 안 해도 좋아질 때까지는 지켜봐야 할 것 같습니다.,4.0,0,2019-1-1
"재미있지만 별의 티어에 따라 상위,하위호환같은 개념만 없애고, 각 영웅마다 고유의 개성과 스킬이 특화되면 좋겠습니다",4.0,1,2018-11-15
넷마블이 해서 현질 유도가 많아졌다는 분들 계신데 이건 원래 일본에 있었을 때 부터 이런 겜이었어요. 그리고 무과금이어도 기본으로 주는 성정석으로 충분히 할 수 있어요,5.0,14,2018-10-31
인증 정보를 불러올수없다고 합니다 게임을 삭제하고 다시 실행해도 그러네요 연속 로그인 출석해야하는데 해결방안좀 알려주세요 ,4.0,0,2019-5-19
13성으로도 충분히 플레이할 수 있긴 하지만 솔직히 페이트 아이피빨로 뜬 이겜이 무슨 메리트가 있다고 그렇게 하겠음? 다들 캐덕질 하고 싶은 거지.... 그런 점에서 가챠확률 최악. 최소한 서번트들만 나오면 모를까 예장까지 나오고. 뭐이건 페그오 자체문제라해도 넷마블은 운영을 똥으로아는지 여름에도그러더니 바빌로니아 픽업 4성을 1퍼로하질않나 보상도없고. 재미도없음 유사겜임 하지마세요. 유일한 장점은 67종장밖에없음. 물론 종장까지 보고나면 신선이 와도 못구하긴 함....,1.0,6,2019-2-11
넷마블은 퍼블리싱만 하는겁니다. 금액/확률은 넷마블에 따져봣자 할수 있는게 없어요... 일본은 원래 돌 40개주고 돌리는거+추가돌 거의없음 이엿는데...... 깍아서 넘어온거에 감사해요...,5.0,29,2018-10-26
일그오만 똑같이 따라가주십시오 넷마블 형들 항상 응원합니다,5.0,0,2020-3-6
1년동안 무과금으로 흑잔보2 쿠얼 외 5성 8장 뽑았습니다. 그리고 서번트가 좋으면 효율적으로 플레이 할 수 있는건 당연한 거고 충분히 저성 서번트로도 깰 수 있는 난이도 입니다. 자기가 게임 못하는거 가지고 찡찡대지 마세요,5.0,4,2019-2-23
제가 전에 아이폰을 써서 애플게임센터로 연동을 해놨거든요? 그런데 안드로이드로 바꾸면 게임센터로 연동 못받는다는 소리를 들어서요;;;; 진짠가요??,4.0,3,2019-5-16
현재 휴대전화를 분실하여 새 휴대전화로 교체하여 다시 시작하려하니 구글계정이 서로 달라 다시 사용하던 발견에 어려움을 겪고 있습니다. 이를 복구하기 위한 도움말을 알려주셨으면 합니다.,5.0,0,2019-3-4
페이트 턴제 알피지라서 요즘 저런 루즈한 방식 게임을 외할까? 생각 했는데 요즘 턴제 방식이 상당히 전략적이고 계산하고 생각 할점이 많고 빠른진행으로 지루하지 않고 잼있게 하고 있습니다 아직 초반이라 베울게 너무 많다는점 생각한다면 케릭터 게임성 스토리 전투 성장 시스템 최고입니다,5.0,2,2019-12-1
"설치를 해도 게임 실행만 하면 최신버전으로 업데이트 하라고 앱스토어로 보내고, 스토어 가보면 업데이트 내역은 없고. 장난치는 것도 아니고 이게 뭡니까 대체",1.0,1,2018-12-19
게임은 정말 괜찮습니다. 그러나 혹시.. 옛날에 있었던 데이터를 복구할 수는 없을까요? 서번트들 다 갈았는데 복구는 안되겠죠?,5.0,3,2019-2-5
갤럭시 노트5 유저입니다. 나갈려고 뒤로가기 버튼을 누른후 종료합니다 버튼을 눌렀는데 종료되지 않고 응답하지 않는다 라는 문구가 뜹니다.,4.0,0,2019-6-25
아이폰에서 안드로 폰바꾸면서 페북연동 하려고 하는데 업데이트 후 사진 등록하라는데 사진첩이 안뜨네요. 수정부탁드리고 혹시 연동하는데 다른 방법 없는지 문의드립니다.,2.0,1,2019-10-23
안녕하세여 산의 노인을 얻기위해 노력하는 유저입니다 이제는 이벤트를 할려면 지정된특이점까지 깨야하다니 야 신규유저분들은 어떻게 이벤트에 참여하라는 거죠? 그리고 아직 지정된특이점은 못깬유저분들은 어떻게 참여하라는 거죠?(참고로 저는 바빌로니아 깨고있습니다),3.0,3,2019-12-16
일본에서 건너온 유사게임.. 한 캐릭터로 10종이 넘는 카드를 만드는 전형적인 양산형똥겜,1.0,0,2020-1-1
가챠망겜을 선호하시는 흑우분께 추천드립니다,5.0,0,2020-6-12
확률도 제가본 게임중에 최고고 스토리나 던전도 재밌어요 하지만 이거하나만 들어주시면 안되나요? 어떤거냐면 다른 플레이어랑도 싸울 수 있게 해주신다면 갓겜을 넘어서서 초갓겜 일것 같습니다 화이팅입니다,5.0,1,2019-4-21
폰게임 이란걸 하면서 재미란걸 느끼질 못했었는데 이 게임은 그야말로 개꿀잼 이다 서번터를 모으는 재미와 그들과의 인연레벨이 쌓이면 볼수있는 대사 하나하나 부터 보구를 사용했을 때의 쾌감 게임의 스토리 와 인물들의 이야기  ,5.0,3,2019-1-21
저기..... 보이스하고 배경음악이 않나와요..... SE하고 voice 아무리 설정을 해도 안돼요... 효과음밖에 안됩니다....해결 방안은없을까요.... ?,5.0,0,2019-3-12
자꾸 배틀만 들어가면 서버가 혼잡하다고 하면서 게임을 나갈 수 밖에 없습니다. 이벤트를 못하고 있어요. 스토리도요. 조치를 좀 해주셨으면 좋겠어요.,1.0,0,2019-8-6
뽑기에 천장이 없다. 스토리중심 노경쟁게임인데 중요한 스토리에 이벤트cg 넣어주는것도 안색할정도. 허나 해당 ip를 좋아하는 팬이라면 해볼만한 게임,3.0,1,2019-8-28
"뒤로가기 덕에 실수로 죽을 일이 줄었다..매번 헉..보구쓴다..뒤로가는거 없냐! ->아,보구..흐음..간드(1턴 후)->심안&데미지 컷&방어력 뚜들뚜들 과금하면 편하지만 무과금도 가능합니다.",5.0,2,2019-8-28
"뽑기 진짜 양심 없다. 이건 개념만 잔뜩 주면서 영웅은 한,두장 진짜 사기 치려하나 개 짜증난다.",3.0,1,2020-1-18
딱히 고성능 캐릭이 필요없음 4성이면 무난하게 플레이 할수있음 다들 즐겜하십쇼,5.0,0,2020-3-12
와이파이 문제가 자주뜨고 그것때문에 게임하기가 힘들다,3.0,1,2020-5-28
진짜 극혐! 어떻게 저의 플레이 데이터를 다 날려버릴수잇죠!? 얼마나 힘들게 플레이 해서 모은 서번트들 인데.. 정말 실망입니다!!!,1.0,0,2018-10-31
게임을 접었다가 다시하려는데요 전에 계정연동했는데 그때 계정연동이 완료됬다고 했는데 연동이 안되서 길가메쉬랑 세이버시키 있던계정이 날라갔는데 복구해주시거나 저거2개 복구좀해줘요,3.0,0,2018-10-16
10년 달덕임....하지만 게임내 시스템은 10년달덕인 나도 게임을지우게 만듬 하지만 가끔 다시 설치하고싶음 캐릭터 스토리는 좋아서...,5.0,0,2018-10-10
잘하고 있었는데 몇일 전부터 갑자기 게임이 계속 튕겨서 접속밖에 못하고 플레이도 안되요. 고쳐주세요.,5.0,0,2019-1-24
클래시로얄만 2년 가까이 하다가 페그오로 넘어온지 2달정도 됐는데 재밌긴한데 가챠로 들어가는 성정석이 너무 비쌈. 강화하려면 같은 카드가 여러개 필요한데 확률은 낮음. 클래시로얄도 운빨현질 게임이지만 매달 5만원정도면 가끔 뜨는 할인패키지로 풍족했는데 이 게임은 현질 할 엄두가 안남.,3.0,2,2018-12-19
진짜 재미있게하고있는 게임인데요 그 일괄다운로드를 하고나니까 애들 목소리랑 브금이 안들려요 터치하는 소리는 들리는데 보구소리도 안들려요 이거 어떻게 해야하나요?,5.0,5,2019-6-27
확실히 스토리가 있는 게임이라서 재미가 다른것보다 있는것 같아요 그래픽도 확실히 좋고요 캐릭터들도 자신만의 개성을 잘 표현해주고 있어서 좋습니다.,5.0,3,2019-12-16
개똥겜 지금까지 수많은 가챠게임을 해왔지만 이정도로 확률낮은 게임은 본적이 없다 진짜 가챠겜 최강자들의 싸움이다...,1.0,1,2020-5-8
다 좋은데 가차확률이...(가차 들어가는돈이 적은겄도 아닌데 원하는거 나올 확률이 왤케 낮은건지...) 겜 자체는 젬있으니깐 아직까지 하는거지만..,4.0,3,2018-10-8
정말 즐기고 있는 유저입니다. 그런데 최근 초콜릿 이벤트 에서 개념예장 보너스가 표기로는 +5 라고 되있는데 실제 게임상에서는 +2가됩니다. 이것에 대해 확인할수 있으신가요?,4.0,78,2019-2-13
적어도 저한테는 갓겜 공명멀린없찐이지만 배포캐 받아가며 프렌드 서번트들 데려가며 돌모으면서 천천히 수집하는재미있는게임 저성이라도 충분히 쌥니다! 5성만 좋다고 난리치는 과금러들때문에 문제가 되는것,5.0,110,2018-12-23
재미 없음 평소 페이트 관심도 없고 확밀아같은건 일러보고 하는 재미 수집 재미라도 있었지 이건 일러도 밋밋하고 전투가 재밌냐? 그것도 아님 개 씹 노잼 왜하는지 모르겠음 그냥 팬심으로 하는 겜같은,2.0,1,2019-2-17
일본꺼 고대로 가져와서 서비스하는데 그마저도 똑바로 못함 (만우절이벤트 생략 버그 건너뛰기 등등) N1 이상 일본어자격증 소지자라면 일그오하는걸 추천,1.0,0,2019-4-3
실수로 서번트를 갈아버리셨다구요? 단5일이내 아니면 복구안해줍니다 최소 다른게임도 일주일 혹은 길면 몇달 최소 한달이내 복구해줌 지들 편하자고 운영 뭐같이 하고 유저를 개돼지로 보는 게임 음머 멍꿀 멍꿀,1.0,8,2018-12-19
